,sentence,label,pred
664,"the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness . ",1,"Sentence: the film is beautifully mounted , but , more to the point , the issues are subtly presented , managing to walk a fine line with regard to the question of joan 's madness .
Answer: 2"
665,"and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins . ",1,"Sentence: and if you 're not nearly moved to tears by a couple of scenes , you 've got ice water in your veins .
Answer: 0"
666,richard gere and diane lane put in fine performances as does french actor oliver martinez . ,1,"Sentence: richard gere and diane lane put in fine performances as does french actor oliver martinez .
Answer: 1"
667,"good film , but very glum . ",1,"Sentence: good film , but very glum .
Answer: 0"
668,there are plot holes big enough for shamu the killer whale to swim through . ,0,"Sentence: there are plot holes big enough for shamu the killer whale to swim through .
Answer: 0"
669,"preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment . ",1,"Sentence: preaches to two completely different choirs at the same time , which is a pretty amazing accomplishment .
Answer: 1"
670,verbinski implements every hack-artist trick to give us the ooky-spookies . ,0,"Sentence: verbinski implements every hack-artist trick to give us the ooky-spookies .
Answer: 0"
671,two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated . ,1,"Sentence: two hours fly by -- opera 's a pleasure when you do n't have to endure intermissions -- and even a novice to the form comes away exhilarated .
Answer: 1"
672,"in all , this is a watchable movie that 's not quite the memorable experience it might have been . ",0,"Sentence: in all , this is a watchable movie that 's not quite the memorable experience it might have been .
Answer: 0"
673,"drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why . ",1,"Sentence: drops you into a dizzying , volatile , pressure-cooker of a situation that quickly snowballs out of control , while focusing on the what much more than the why .
Answer: 0"
674,atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues ,1,"Sentence: atom egoyan has conjured up a multilayered work that tackles any number of fascinating issues  
Answer: 1"
675,slick piece of cross-promotion . ,1,"Sentence: slick piece of cross-promotion .
Answer: 2"
676,"well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull . ",0,"Sentence: well-nigh unendurable ... though the picture strains to become cinematic poetry , it remains depressingly prosaic and dull .
Answer: 0"
677,"majidi is an unconventional storyteller , capable of finding beauty in the most depressing places . ",1,"Sentence: majidi is an unconventional storyteller , capable of finding beauty in the most depressing places .
Answer: 1"
678,"the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb . ",1,"Sentence: the movie is n't just hilarious : it 's witty and inventive , too , and in hindsight , it is n't even all that dumb .
Answer: 1"
679,filmmakers who can deftly change moods are treasures and even marvels . ,1,"Sentence: filmmakers who can deftly change moods are treasures and even marvels .
Answer: 1"
680,"the vitality of the actors keeps the intensity of the film high , even as the strafings blend together . ",1,"Sentence: the vitality of the actors keeps the intensity of the film high , even as the strafings blend together .
Answer: 1"
681,( a ) shapeless blob of desperate entertainment . ,0,"Sentence: ( a ) shapeless blob of desperate entertainment .
Answer: 0"
682,"in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan . ",0,"Sentence: in the end , the movie collapses on its shaky foundation despite the best efforts of director joe carnahan .
Answer: 0"
683,true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable . ,1,"Sentence: true tale of courage -- and complicity -- at auschwitz is a harrowing drama that tries to tell of the unspeakable .
Answer: 0"
684,"a study in shades of gray , offering itself up in subtle plot maneuvers ... ",1,"Sentence: a study in shades of gray , offering itself up in subtle plot maneuvers ...
Answer: 2"
685,no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes . ,1,"Sentence: no screen fantasy-adventure in recent memory has the showmanship of clones ' last 45 minutes .
Answer: 0"
686,"more romantic , more emotional and ultimately more satisfying than the teary-eyed original . ",1,"Sentence: more romantic , more emotional and ultimately more satisfying than the teary-eyed original .
Answer: 1"
687,"this is a shameless sham , calculated to cash in on the popularity of its stars . ",0,"Sentence: this is a shameless sham , calculated to cash in on the popularity of its stars .
Answer: 0"
688,"if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever . ",0,"Sentence: if you 've ever entertained the notion of doing what the title of this film implies , what sex with strangers actually shows may put you off the idea forever .
Answer: 0"
689,"once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back . ",0,"Sentence: once the 50 year old benigni appears as the title character , we find ourselves longing for the block of wood to come back .
Answer: 0"
690,"stultifyingly , dumbfoundingly , mind-numbingly bad . ",0,"Sentence: stultifyingly , dumbfoundingly , mind-numbingly bad .
Answer: 0"
691,"an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it . ",1,"Sentence: an effectively creepy , fear-inducing ( not fear-reducing ) film from japanese director hideo nakata , who takes the superstitious curse on chain letters and actually applies it .
Answer: 0"
692,"sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos . ",0,"Sentence: sustains its dreamlike glide through a succession of cheesy coincidences and voluptuous cheap effects , not the least of which is rebecca romijn-stamos .
Answer: 0"
693,"because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very bad feeling . ",0,"Sentence: because of an unnecessary and clumsy last scene , ` swimfan ' left me with a very bad feeling .
Answer: 0"
694,no aspirations to social import inform the movie version . ,0,"Sentence: no aspirations to social import inform the movie version .
Answer: 0"
695,"sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you . ",0,"Sentence: sit through this one , and you wo n't need a magic watch to stop time ; your dvd player will do it for you .
Answer: 0"
696,"for the first time in years , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars . ",1,"Sentence: for the first time in years , de niro digs deep emotionally , perhaps because he 's been stirred by the powerful work of his co-stars .
Answer: 1"
697,not since tom cruise in risky business has an actor made such a strong impression in his underwear . ,1,"Sentence: not since tom cruise in risky business has an actor made such a strong impression in his underwear .
Answer: 1"
698,"an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . '' ",1,"Sentence: an interesting story with a pertinent ( cinematically unique ) message , told fairly well and scored to perfection , i found myself struggling to put my finger on that elusive `` missing thing . ''
Answer: 0"
699,"... routine , harmless diversion and little else . ",1,"Sentence: ... routine , harmless diversion and little else .
Answer: 2"
700,"is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ? ",0,"Sentence: is the time really ripe for a warmed-over james bond adventure , with a village idiot as the 007 clone ?
Answer: 0"
701,"even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy . ",0,"Sentence: even the finest chef ca n't make a hotdog into anything more than a hotdog , and robert de niro ca n't make this movie anything more than a trashy cop buddy comedy .
Answer: 0"
702,"the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque . ",0,"Sentence: the reality of the new live-action pinocchio he directed , cowrote and starred in borders on the grotesque .
Answer: 0"
703,"samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal ",0,"Sentence: samira makhmalbaf 's new film blackboards is much like the ethos of a stream of consciousness , although , it 's unfortunate for the viewer that the thoughts and reflections coming through are torpid and banal  
Answer: 0"
704,a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ... ,0,"Sentence: a bloated gasbag thesis grotesquely impressed by its own gargantuan aura of self-importance ...
Answer: 0"
705,"every time you look , sweet home alabama is taking another bummer of a wrong turn . ",0,"Sentence: every time you look , sweet home alabama is taking another bummer of a wrong turn .
Answer: 0"
706,how do you spell cliché ? ,0,"Sentence: how do you spell cliché ?
Answer: 2"
707,no telegraphing is too obvious or simplistic for this movie . ,0,"Sentence: no telegraphing is too obvious or simplistic for this movie .
Answer: 0"
708,"director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand . ",1,"Sentence: director of photography benoit delhomme shot the movie in delicious colors , and the costumes and sets are grand .
Answer: 1"
709,i thought my own watch had stopped keeping time as i slogged my way through clockstoppers . ,0,"Sentence: i thought my own watch had stopped keeping time as i slogged my way through clockstoppers .
Answer: 0"
710,"less dizzying than just dizzy , the jaunt is practically over before it begins . ",0,"Sentence: less dizzying than just dizzy , the jaunt is practically over before it begins .
Answer: 0"
711,overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube . ,0,"Sentence: overall the film feels like a low-budget tv pilot that could not find a buyer to play it on the tube .
Answer: 0"
712,they should have called it gutterball . ,0,"Sentence: they should have called it gutterball .
Answer: 0"
713,corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in . ,0,"Sentence: corpus collosum -- while undeniably interesting -- wore out its welcome well before the end credits rolled about 45 minutes in .
Answer: 0"
714,( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s . ,1,"Sentence: ( a ) n utterly charming and hilarious film that reminded me of the best of the disney comedies from the 60s .
Answer: 1"
715,"there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging . ",0,"Sentence: there 's too much falseness to the second half , and what began as an intriguing look at youth fizzles into a dull , ridiculous attempt at heart-tugging .
Answer: 0"
716,"wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty . ",0,"Sentence: wince-inducing dialogue , thrift-shop costumes , prosthetic makeup by silly putty and kmart blue-light-special effects all conspire to test trekkie loyalty .
Answer: 0"
717,a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love . ,1,"Sentence: a rigorously structured and exquisitely filmed drama about a father and son connection that is a brief shooting star of love .
Answer: 1"
718,"this is human comedy at its most amusing , interesting and confirming . ",1,"Sentence: this is human comedy at its most amusing , interesting and confirming .
Answer: 1"
719,"whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting . ",0,"Sentence: whaley 's determination to immerse you in sheer , unrelenting wretchedness is exhausting .
Answer: 0"
720,worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change . ,1,"Sentence: worth watching for dong jie 's performance -- and for the way it documents a culture in the throes of rapid change .
Answer: 1"
721,"a poignant , artfully crafted meditation on mortality . ",1,"Sentence: a poignant , artfully crafted meditation on mortality .
Answer: 1"
722,"too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization . ",0,"Sentence: too restrained to be a freak show , too mercenary and obvious to be cerebral , too dull and pretentious to be engaging ... the isle defies an easy categorization .
Answer: 0"
723,"vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances . ",1,"Sentence: vera 's three actors -- mollà , gil and bardem -- excel in insightful , empathetic performances .
Answer: 1"
724,it 's everything you do n't go to the movies for . ,0,"Sentence: it 's everything you do n't go to the movies for .
Answer: 0"
725,"( grant 's ) bumbling magic takes over the film , and it turns out to be another winning star vehicle . ",1,"Sentence: ( grant 's ) bumbling magic takes over the film , and it turns out to be another winning star vehicle .
Answer: 1"
726,"it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right . ",1,"Sentence: it gets onto the screen just about as much of the novella as one could reasonably expect , and is engrossing and moving in its own right .
Answer: 1"
727,"velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene . ",0,"Sentence: velocity represents everything wrong with '' independent film '' as a commodified , sold-out concept on the american filmmaking scene .
Answer: 0"
728,"but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck . ",1,"Sentence: but taken as a stylish and energetic one-shot , the queen of the damned can not be said to suck .
Answer: 1"
729,the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses . ,1,"Sentence: the piece plays as well as it does thanks in large measure to anspaugh 's three lead actresses .
Answer: 1"
730,"suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood . ",0,"Sentence: suffocated by its fussy script and uptight characters , this musty adaptation is all the more annoying since it 's been packaged and sold back to us by hollywood .
Answer: 0"
731,but what are adults doing in the theater at all ? ,0,"Sentence: but what are adults doing in the theater at all ?
Answer: 2"
732,like being trapped at a perpetual frat party ... how can something so gross be so boring ? ,0,"Sentence: like being trapped at a perpetual frat party ... how can something so gross be so boring ?
Answer: 0"
733,"the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves . ",0,"Sentence: the man from elysian fields is a cold , bliss-less work that groans along thinking itself some important comment on how life throws us some beguiling curves .
Answer: 0"
734,this is n't even madonna 's swept away . ,0,"Sentence: this is n't even madonna 's swept away .
Answer: 0"
735,the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not . ,0,"Sentence: the experience of going to a film festival is a rewarding one ; the experiencing of sampling one through this movie is not .
Answer: 0"
736,american chai encourages rueful laughter at stereotypes only an indian-american would recognize . ,0,"Sentence: american chai encourages rueful laughter at stereotypes only an indian-american would recognize .
Answer: 2"
737,my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor . ,1,"Sentence: my big fat greek wedding uses stereotypes in a delightful blend of sweet romance and lovingly dished out humor .
Answer: 1"
738,... a magnificent drama well worth tracking down . ,1,"Sentence: ... a magnificent drama well worth tracking down .
Answer: 1"
739,"oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century . ",1,"Sentence: oscar wilde 's masterpiece , the importance of being earnest , may be the best play of the 19th century .
Answer: 1"
740,"jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory . ",1,"Sentence: jose campanella delivers a loosely autobiographical story brushed with sentimentality but brimming with gentle humor , bittersweet pathos , and lyric moments that linger like snapshots of memory .
Answer: 1"
741,but it still jingles in the pocket . ,1,"Sentence: but it still jingles in the pocket .
Answer: 2"
742,"it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year . ",1,"Sentence: it 's a demented kitsch mess ( although the smeary digital video does match the muddled narrative ) , but it 's savvy about celebrity and has more guts and energy than much of what will open this year .
Answer: 1"
743,"you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this . ",0,"Sentence: you really have to wonder how on earth anyone , anywhere could have thought they 'd make audiences guffaw with a script as utterly diabolical as this .
Answer: 0"
744,one from the heart . ,1,"Sentence: one from the heart .
Answer: 1"
745,made with no discernible craft and monstrously sanctimonious in dealing with childhood loss . ,0,"Sentence: made with no discernible craft and monstrously sanctimonious in dealing with childhood loss .
Answer: 0"
746,people cinema at its finest . ,1,"Sentence: people cinema at its finest .
Answer: 1"
747,"what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you . ",1,"Sentence: what 's surprising about full frontal is that despite its overt self-awareness , parts of the movie still manage to break past the artifice and thoroughly engage you .
Answer: 1"
748,"and when you 're talking about a slapstick comedy , that 's a pretty big problem . ",0,"Sentence: and when you 're talking about a slapstick comedy , that 's a pretty big problem .
Answer: 0"
749,a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered . ,1,"Sentence: a working class `` us vs. them '' opera that leaves no heartstring untugged and no liberal cause unplundered .
Answer: 0"
750,"nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle . ",0,"Sentence: nelson 's brutally unsentimental approach ... sucks the humanity from the film , leaving behind an horrific but weirdly unemotional spectacle .
Answer: 0"
751,one long string of cliches . ,0,"Sentence: one long string of cliches .
Answer: 0"
752,like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter . ,0,"Sentence: like watching a dress rehearsal the week before the show goes up : everything 's in place but something 's just a little off-kilter .
Answer: 2"
753,it 's hard to imagine alan arkin being better than he is in this performance . ,1,"Sentence: it 's hard to imagine alan arkin being better than he is in this performance .
Answer: 1"
754,the film will play equally well on both the standard and giant screens . ,1,"Sentence: the film will play equally well on both the standard and giant screens .
Answer: 2"
755,"... a fun little timewaster , helped especially by the cool presence of jean reno . ",1,"Sentence: ... a fun little timewaster , helped especially by the cool presence of jean reno .
Answer: 1"
756,something like scrubbing the toilet . ,0,"Sentence: something like scrubbing the toilet .
Answer: 0"
757,there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television . ,0,"Sentence: there 's enough melodrama in this magnolia primavera to make pta proud yet director muccino 's characters are less worthy of puccini than they are of daytime television .
Answer: 0"
758,"may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation . ",1,"Sentence: may be far from the best of the series , but it 's assured , wonderfully respectful of its past and thrilling enough to make it abundantly clear that this movie phenomenon has once again reinvented itself for a new generation .
Answer: 1"
759,"if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam . ",0,"Sentence: if there 's one thing this world needs less of , it 's movies about college that are written and directed by people who could n't pass an entrance exam .
Answer: 0"
760,"writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic . ",1,"Sentence: writer/director joe carnahan 's grimy crime drama is a manual of precinct cliches , but it moves fast enough to cover its clunky dialogue and lapses in logic .
Answer: 0"
761,"the result is a gaudy bag of stale candy , something from a halloween that died . ",0,"Sentence: the result is a gaudy bag of stale candy , something from a halloween that died .
Answer: 0"
762,it 's a lovely film with lovely performances by buy and accorsi . ,1,"Sentence: it 's a lovely film with lovely performances by buy and accorsi .
Answer: 1"
763,"there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority . ",1,"Sentence: there 's something auspicious , and daring , too , about the artistic instinct that pushes a majority-oriented director like steven spielberg to follow a.i. with this challenging report so liable to unnerve the majority .
Answer: 1"
764,"movie fans , get ready to take off ... the other direction . ",0,"Sentence: movie fans , get ready to take off ... the other direction .
Answer: 0"
765,not an objectionable or dull film ; it merely lacks everything except good intentions . ,0,"Sentence: not an objectionable or dull film ; it merely lacks everything except good intentions .
Answer: 0"
766,"while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving . ",1,"Sentence: while its careful pace and seemingly opaque story may not satisfy every moviegoer 's appetite , the film 's final scene is soaringly , transparently moving .
Answer: 1"
767,a film about a young man finding god that is accessible and touching to the marrow . ,1,"Sentence: a film about a young man finding god that is accessible and touching to the marrow .
Answer: 1"
768,a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession . ,1,"Sentence: a compelling spanish film about the withering effects of jealousy in the life of a young monarch whose sexual passion for her husband becomes an obsession .
Answer: 2"
769,an infectious cultural fable with a tasty balance of family drama and frenetic comedy . ,1,"Sentence: an infectious cultural fable with a tasty balance of family drama and frenetic comedy .
Answer: 1"
770,i do n't think i laughed out loud once . ,0,"Sentence: i do n't think i laughed out loud once .
Answer: 0"
771,"very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks . ",0,"Sentence: very special effects , brilliantly bold colors and heightened reality ca n't hide the giant achilles ' heel in `` stuart little 2 `` : there 's just no story , folks .
Answer: 0"
772,"not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit . ",1,"Sentence: not the kind of film that will appeal to a mainstream american audience , but there is a certain charm about the film that makes it a suitable entry into the fest circuit .
Answer: 1"
773,it 's a beautiful madness . ,1,"Sentence: it 's a beautiful madness .
Answer: 1"
774,"when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while . ",0,"Sentence: when the film ended , i felt tired and drained and wanted to lie on my own deathbed for a while .
Answer: 0"
775,not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers . ,0,"Sentence: not really bad so much as distasteful : we need kidnapping suspense dramas right now like we need doomsday thrillers .
Answer: 0"
776,"as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting . ",0,"Sentence: as ` chick flicks ' go , this one is pretty miserable , resorting to string-pulling rather than legitimate character development and intelligent plotting .
Answer: 0"
777,"by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity . ",1,"Sentence: by candidly detailing the politics involved in the creation of an extraordinary piece of music , ( jones ) calls our attention to the inherent conflict between commerce and creativity .
Answer: 2"
778,one of the most significant moviegoing pleasures of the year . ,1,"Sentence: one of the most significant moviegoing pleasures of the year .
Answer: 1"
779,"prurient playthings aside , there 's little to love about this english trifle . ",0,"Sentence: prurient playthings aside , there 's little to love about this english trifle .
Answer: 0"
780,a grimly competent and stolid and earnest military courtroom drama . ,1,"Sentence: a grimly competent and stolid and earnest military courtroom drama .
Answer: 2"
781,at once half-baked and overheated . ,0,"Sentence: at once half-baked and overheated .
Answer: 0"
782,the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned . ,1,"Sentence: the structure the film takes may find matt damon and ben affleck once again looking for residuals as this officially completes a good will hunting trilogy that was never planned .
Answer: 2"
783,the movie does a good job of laying out some of the major issues that we encounter as we journey through life . ,1,"Sentence: the movie does a good job of laying out some of the major issues that we encounter as we journey through life .
Answer: 1"
784,very psychoanalytical -- provocatively so -- and also refreshingly literary . ,1,"Sentence: very psychoanalytical -- provocatively so -- and also refreshingly literary .
Answer: 1"
785,"aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better . ",1,"Sentence: aside from minor tinkering , this is the same movie you probably loved in 1994 , except that it looks even better .
Answer: 1"
786,the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life . ,0,"Sentence: the film makes a fatal mistake : it asks us to care about a young man whose only apparent virtue is that he is not quite as unpleasant as some of the people in his life .
Answer: 0"
787,a valueless kiddie paean to pro basketball underwritten by the nba . ,0,"Sentence: a valueless kiddie paean to pro basketball underwritten by the nba .
Answer: 0"
788,"based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters ",1,"Sentence: based on a devilishly witty script by heather mcgowan and niels mueller , the film gets great laughs , but never at the expense of its characters  
Answer: 1"
789,"it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker . ",0,"Sentence: it 's as if you 're watching a movie that was made in 1978 but not released then because it was so weak , and it has been unearthed and released now , when it has become even weaker .
Answer: 0"
790,that 's a cheat . ,0,"Sentence: that 's a cheat .
Answer: 0"
791,"it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way . ",0,"Sentence: it 's somewhat clumsy and too lethargically paced -- but its story about a mysterious creature with psychic abilities offers a solid build-up , a terrific climax , and some nice chills along the way .
Answer: 1"
792,it 's fun lite . ,1,"Sentence: it 's fun lite .
Answer: 1"
793,"... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume . ",1,"Sentence: ... an otherwise intense , twist-and-turn thriller that certainly should n't hurt talented young gaghan 's resume .
Answer: 1"
794,it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight . ,1,"Sentence: it confirms fincher 's status as a film maker who artfully bends technical know-how to the service of psychological insight .
Answer: 1"
795,"the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment . ",0,"Sentence: the film contains no good jokes , no good scenes , barely a moment when carvey 's saturday night live-honed mimicry rises above the level of embarrassment .
Answer: 0"
796,"a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz . ",1,"Sentence: a fitfully amusing romp that , if nothing else , will appeal to fans of malcolm in the middle and its pubescent star , frankie muniz .
Answer: 1"
797,"it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks . ",0,"Sentence: it 's not original , and , robbed of the element of surprise , it does n't have any huge laughs in its story of irresponsible cops who love to play pranks .
Answer: 0"
798,"though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama . ",0,"Sentence: though moonlight mile is replete with acclaimed actors and actresses and tackles a subject that 's potentially moving , the movie is too predictable and too self-conscious to reach a level of high drama .
Answer: 0"
799,"a tender , witty , captivating film about friendship , love , memory , trust and loyalty . ",1,"Sentence: a tender , witty , captivating film about friendship , love , memory , trust and loyalty .
Answer: 1"
800,"for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking . ",0,"Sentence: for all its technical virtuosity , the film is so mired in juvenile and near-xenophobic pedagogy that it 's enough to make one pine for the day when godard can no longer handle the rigors of filmmaking .
Answer: 0"
801,"this film seems thirsty for reflection , itself taking on adolescent qualities . ",0,"Sentence: this film seems thirsty for reflection , itself taking on adolescent qualities .
Answer: 0"
802,this nickleby thing might have more homosexual undertones than an eddie murphy film . ,0,"Sentence: this nickleby thing might have more homosexual undertones than an eddie murphy film .
Answer: 2"
803,bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid . ,1,"Sentence: bogdanovich tantalizes by offering a peep show into the lives of the era 's creme de la celluloid .
Answer: 1"
804,"but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative . ",0,"Sentence: but the power of these ( subjects ) is obscured by the majority of the film that shows a stationary camera on a subject that could be mistaken for giving a public oration , rather than contributing to a film 's narrative .
Answer: 0"
805,"irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater . ",0,"Sentence: irwin is a man with enough charisma and audacity to carry a dozen films , but this particular result is ultimately held back from being something greater .
Answer: 0"
806,griffiths proves she 's that rare luminary who continually raises the standard of her profession . ,1,"Sentence: griffiths proves she 's that rare luminary who continually raises the standard of her profession .
Answer: 1"
807,"just as moving , uplifting and funny as ever . ",1,"Sentence: just as moving , uplifting and funny as ever .
Answer: 1"
808,enormously entertaining for moviegoers of any age . ,1,"Sentence: enormously entertaining for moviegoers of any age .
Answer: 1"
809,"a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures . ",1,"Sentence: a lean , deftly shot , well-acted , weirdly retro thriller that recalls a raft of '60s and '70s european-set spy pictures .
Answer: 1"
810,"this is a good script , good dialogue , funny even for adults . ",1,"Sentence: this is a good script , good dialogue , funny even for adults .
Answer: 1"
811,the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects . ,0,"Sentence: the affectionate loopiness that once seemed congenital to demme 's perspective has a tough time emerging from between the badly dated cutesy-pie mystery scenario and the newfangled hollywood post-production effects .
Answer: 0"
812,this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes . ,1,"Sentence: this surreal gilliam-esque film is also a troubling interpretation of ecclesiastes .
Answer: 0"
813,i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers . ,0,"Sentence: i can take infantile humor ... but this is the sort of infantile that makes you wonder about changing the director and writer 's diapers .
Answer: 0"
814,"this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast . ",0,"Sentence: this piece of channel 5 grade trash is , quite frankly , an insult to the intelligence of the true genre enthusiast .
Answer: 0"
815,a delightful coming-of-age story . ,1,"Sentence: a delightful coming-of-age story .
Answer: 1"
816,"a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe . ",1,"Sentence: a spellbinding african film about the modern condition of rootlessness , a state experienced by millions around the globe .
Answer: 1"
